id,cluster,area,longitude,latitude,submission,SOC
886,32,suburb,119.045248,32.029548,1900-01-01 10:44:15.997608,11.205832923513112
887,31,suburb,119.017687,32.057634,1900-01-01 10:44:34.055320,19.26769289859267
888,30,suburb,118.893486,32.05875,1900-01-01 10:44:39.491892,14.72421263181334
889,17,centre,118.926232,31.909,1900-01-01 10:45:00.129591,11.124273172123113
890,35,centre,118.70626,32.16014,1900-01-01 10:45:07.293848,11.830332920799211
891,29,centre,118.779184,32.03595,1900-01-01 10:45:22.770300,17.452329600321292
892,46,suburb,118.835235,32.3692459,1900-01-01 10:45:27.127609,17.0828314057471
893,8,suburb,118.601666,31.84265,1900-01-01 10:45:42.155285,16.39306768044991
894,29,centre,118.743496,32.070583,1900-01-01 10:45:45.224227,14.876763235382075
895,22,centre,118.755968,32.021416,1900-01-01 10:45:45.240610,14.254017253550547
896,28,centre,118.651051,32.059157,1900-01-01 10:45:47.210505,12.082532521214837
897,40,suburb,118.763464,32.259568,1900-01-01 10:46:08.404239,17.284784520843665
898,33,suburb,118.561083,32.116572,1900-01-01 10:46:21.675118,12.814759938030404
899,31,suburb,118.916722,32.09592,1900-01-01 10:46:26.292953,19.1861387766964
900,32,suburb,119.03715,32.03215,1900-01-01 10:46:27.493191,13.370731404200273
901,0,suburb,118.565064,31.777115,1900-01-01 10:46:50.920086,16.000690273037247
902,36,suburb,118.885516,32.143966,1900-01-01 10:47:02.275718,11.042328658650378
903,31,suburb,118.940908,32.069088,1900-01-01 10:47:05.281203,16.965228727169695
904,22,centre,118.779855,31.963305,1900-01-01 10:47:08.032234,12.153982043432382
905,21,suburb,118.59915,32.027083,1900-01-01 10:47:18.502418,13.395507309511038
906,31,suburb,118.922502,32.094453,1900-01-01 10:47:27.895885,14.286859808129494
907,37,suburb,118.940383,32.180683,1900-01-01 10:47:50.876528,16.009477895248132
908,30,suburb,118.903188,32.09841,1900-01-01 10:47:52.338331,11.57477859077407
909,41,suburb,118.813268,32.250099,1900-01-01 10:47:53.801699,10.345901257542668
910,22,centre,118.7844,32.0157,1900-01-01 10:48:06.661498,18.02893371561334
911,10,centre,118.815353,31.84754,1900-01-01 10:48:11.861624,16.05711957270279
912,35,centre,118.709551,32.14775,1900-01-01 10:48:15.549098,17.278881583695114
913,40,suburb,118.765352,32.266934,1900-01-01 10:48:23.724323,18.509589076629858
914,20,suburb,118.55945,31.974216,1900-01-01 10:48:34.487500,19.688407845223875
915,29,centre,118.733736,32.031883,1900-01-01 10:48:45.987900,18.119385616910193
916,22,centre,118.774941,32.020247,1900-01-01 10:49:05.570208,19.14863087833383
917,29,centre,118.77144,32.071044,1900-01-01 10:49:07.088454,12.928885650270146
918,31,suburb,118.986413,32.061825,1900-01-01 10:49:14.330434,18.603850438750797
919,27,suburb,118.479048,32.067166,1900-01-01 10:49:23.481958,19.543471631043495
920,23,centre,118.814233,32.008249,1900-01-01 10:49:44.751974,14.18109211748001
921,22,centre,118.77445,31.958333,1900-01-01 10:49:50.448727,11.07210745428546
922,40,suburb,118.746554,32.264096,1900-01-01 10:49:51.122416,13.536924291077245
923,25,suburb,119.047416,31.995616,1900-01-01 10:50:35.056831,10.04112299965129
924,28,centre,118.638184,32.070597,1900-01-01 10:50:41.452444,14.731429784656441
925,32,suburb,119.057663,32.072131,1900-01-01 10:50:52.010372,15.201727930021924
926,20,suburb,118.574065,32.023505,1900-01-01 10:50:53.716954,18.623564895026867
927,40,suburb,118.745004,32.242905,1900-01-01 10:51:00.334624,13.763500794530486
928,26,suburb,118.438566,32.0342,1900-01-01 10:51:13.227610,18.16934830472399
929,31,suburb,118.962368,32.057138,1900-01-01 10:51:31.301914,15.639572035274568
930,31,suburb,118.948507,32.054232,1900-01-01 10:51:40.302094,12.796846717917196
931,28,centre,118.658933,32.106116,1900-01-01 10:51:45.636770,17.33289134316726
932,26,suburb,118.451866,32.031466,1900-01-01 10:51:53.308455,12.557335320315858
933,29,centre,118.778537,32.079576,1900-01-01 10:52:01.451834,13.735110141556836
934,37,suburb,118.957072,32.137318,1900-01-01 10:52:01.603964,14.403763349468267
935,29,centre,118.75788,32.073734,1900-01-01 10:52:23.199537,18.890599531897287
936,0,suburb,118.571366,31.785516,1900-01-01 10:52:38.698060,19.30510616746539
937,28,centre,118.619811,32.029314,1900-01-01 10:53:03.299368,10.051529642690232
938,0,suburb,118.562545,31.767398,1900-01-01 10:53:14.106793,15.256997148931065
939,23,centre,118.826168,31.94885,1900-01-01 10:53:38.839953,19.195074069058208
940,33,suburb,118.562,32.115966,1900-01-01 10:53:38.971966,13.352086092106868
941,39,suburb,118.598831,32.201563,1900-01-01 10:53:51.265967,19.404896563472047
942,34,suburb,118.609376,32.141602,1900-01-01 10:54:00.034438,11.72985677257379
943,37,suburb,118.944995,32.128088,1900-01-01 10:54:12.811181,16.525916187915882
944,40,suburb,118.724865,32.258074,1900-01-01 10:54:15.516450,11.221014186726105
945,16,centre,118.846983,31.939916,1900-01-01 10:54:16.023368,11.77005781567496
946,31,suburb,119.00035,32.041438,1900-01-01 10:54:22.755797,19.076491013983336
947,22,centre,118.790883,32.006466,1900-01-01 10:54:35.844821,11.403160179234193
948,39,suburb,118.606616,32.195631,1900-01-01 10:54:45.210035,12.2193415638011
949,15,centre,118.7274,31.88835,1900-01-01 10:54:49.186375,19.371170419405175
950,0,suburb,118.533183,31.7796,1900-01-01 10:55:03.710992,16.60239833811912
951,34,suburb,118.612663,32.143285,1900-01-01 10:55:18.518061,17.593824605373285
952,30,suburb,118.872277,32.032891,1900-01-01 10:55:19.019064,11.911172271039534
953,14,centre,118.687085,31.926797,1900-01-01 10:56:06.224058,12.82836852176083
954,15,centre,118.78492,31.872882,1900-01-01 10:56:18.672755,16.00212868131294
955,0,suburb,118.539704,31.768682,1900-01-01 10:56:26.866837,14.977400017568321
956,36,suburb,118.90061,32.119591,1900-01-01 10:56:28.458847,13.081796902179947
957,37,suburb,118.958303,32.137614,1900-01-01 10:56:28.494326,15.794142418856143
958,16,centre,118.86768,31.92312,1900-01-01 10:57:57.738273,11.478013340653904
959,22,centre,118.796951,31.948431,1900-01-01 10:58:06.646685,18.735568272907713
960,22,centre,118.715343,31.968183,1900-01-01 10:58:26.958536,18.989610922270316
961,28,centre,118.623164,32.065375,1900-01-01 10:58:33.114621,15.326685874713608
962,24,centre,119.012786,31.9715,1900-01-01 10:58:44.962380,13.16542559892476
963,37,suburb,118.975753,32.125585,1900-01-01 10:58:59.660770,15.900994975210713
964,16,centre,118.874486,31.939455,1900-01-01 10:59:02.727624,14.330774491012685
965,36,centre,118.8396,32.154882,1900-01-01 10:59:15.992129,19.149707703156185
966,32,suburb,119.060464,32.063884,1900-01-01 10:59:18.496681,13.27726612728079
967,45,suburb,118.748088,32.384968,1900-01-01 10:59:23.907479,15.081565720401194
968,22,centre,118.79675,31.9534,1900-01-01 10:59:55.466556,17.2754699133153
969,8,centre,118.653011,31.840611,1900-01-01 11:00:05.737608,15.777094243168403
970,37,suburb,118.955401,32.111275,1900-01-01 11:00:09.916460,10.097511041147008
971,16,centre,118.825983,31.880118,1900-01-01 11:00:51.049753,17.95590368543213
972,43,suburb,118.728995,32.272151,1900-01-01 11:01:00.505964,14.285110712703185
973,22,centre,118.755592,31.977158,1900-01-01 11:01:03.721856,17.70872756568648
974,28,centre,118.624848,32.062184,1900-01-01 11:01:43.663987,11.415064856219002
975,30,suburb,118.873595,32.097834,1900-01-01 11:01:58.747501,18.39958026208015
976,31,suburb,118.994611,32.049056,1900-01-01 11:02:34.513511,12.176827816207057
977,22,centre,118.706989,31.966355,1900-01-01 11:02:43.949245,14.413214701804108
978,20,suburb,118.52625,32.003386,1900-01-01 11:03:02.868198,11.505513716508435
979,29,centre,118.753856,32.079766,1900-01-01 11:03:03.939171,14.483691788979973
980,30,suburb,118.88608,32.040779,1900-01-01 11:03:08.191462,13.758763494031635
981,15,centre,118.792766,31.945133,1900-01-01 11:03:29.108369,16.211692473670546
982,23,centre,118.857695,32.017185,1900-01-01 11:03:49.793757,18.667885432590957
983,40,suburb,118.74672,32.253566,1900-01-01 11:04:07.153089,12.628353360875504
984,23,centre,118.84648,31.962166,1900-01-01 11:04:19.438217,14.014279493055199
985,22,centre,118.711096,31.98105,1900-01-01 11:04:35.609402,18.108386151289515
986,34,centre,118.680566,32.10945,1900-01-01 11:04:48.449557,12.114547957824136
987,16,centre,118.849263,31.9024,1900-01-01 11:04:50.286140,18.76026847920574
988,15,centre,118.695215,31.87115,1900-01-01 11:06:05.517811,11.20120182163476
989,14,centre,118.68259,31.940012,1900-01-01 11:06:17.733127,11.753720695152438
990,39,centre,118.659951,32.200315,1900-01-01 11:06:21.428628,18.998667430000303
991,23,centre,118.871184,31.974318,1900-01-01 11:06:23.185393,19.80485663469007
992,28,centre,118.687896,32.095334,1900-01-01 11:06:26.228136,18.63470649193586
993,7,suburb,118.571033,31.804128,1900-01-01 11:06:35.544220,16.889512994530016
994,1,centre,118.673064,31.753166,1900-01-01 11:06:51.304463,13.679174878178735
995,4,centre,118.957011,31.784015,1900-01-01 11:07:03.876587,17.573641432377087
996,28,centre,118.614855,32.052149,1900-01-01 11:07:15.207998,16.573189166171417
997,14,centre,118.674247,31.919249,1900-01-01 11:07:37.060417,14.849656451580705
998,37,suburb,118.94281,32.115477,1900-01-01 11:07:45.105883,16.917106852566377
999,43,suburb,118.747911,32.341211,1900-01-01 11:07:45.207038,18.13006753415901
1000,22,centre,118.772083,32.015369,1900-01-01 11:08:46.488663,15.546450586202596
1001,22,centre,118.771837,32.014699,1900-01-01 11:09:39.098584,17.255735341014894
1002,16,centre,118.8695,31.9415,1900-01-01 11:09:40.278192,17.73110052505419
1003,16,centre,118.865983,31.940883,1900-01-01 11:09:47.611899,19.031496468515716
1004,15,centre,118.801,31.874266,1900-01-01 11:09:48.928079,13.330720344743188
1005,22,centre,118.77196,32.015048,1900-01-01 11:09:52.079994,14.755891170848438
1006,30,suburb,118.87767,32.050351,1900-01-01 11:10:14.983511,10.193979837360883
1007,40,centre,118.701546,32.219723,1900-01-01 11:10:43.527686,12.981873596630642
1008,34,centre,118.6912,32.157615,1900-01-01 11:10:48.436268,13.302670356968992
1009,31,suburb,118.949666,32.06765,1900-01-01 11:11:09.705598,16.765757701274786
1010,43,suburb,118.747216,32.345768,1900-01-01 11:11:22.813064,18.38211262999291
1011,34,centre,118.677064,32.1293,1900-01-01 11:11:38.877200,11.40383957799347
1012,29,centre,118.7222,32.046002,1900-01-01 11:11:46.615557,10.68851964493374
1013,43,suburb,118.789701,32.286672,1900-01-01 11:12:21.795993,12.250550733295043
1014,3,centre,118.852572,31.780272,1900-01-01 11:12:23.311250,13.952332435363369
1015,16,centre,118.90061,31.946783,1900-01-01 11:12:34.479703,17.18626390341152
1016,29,centre,118.764344,32.031794,1900-01-01 11:12:46.762882,17.27771273214418
1017,40,centre,118.694245,32.197408,1900-01-01 11:13:37.417217,12.176628434577385
1018,22,centre,118.793616,31.97965,1900-01-01 11:15:26.698509,11.623579479126668
1019,36,centre,118.834835,32.121871,1900-01-01 11:15:37.008771,11.797952908335416
1020,37,suburb,118.948544,32.109566,1900-01-01 11:15:46.817522,12.1586562467402
1021,21,centre,118.675196,31.982781,1900-01-01 11:15:49.725541,14.800608878207555
1022,15,centre,118.798448,31.913634,1900-01-01 11:16:11.880917,18.53606042296272
1023,21,suburb,118.5995,32.0276,1900-01-01 11:16:54.919375,14.738897788599234
1024,16,centre,118.879951,31.9437,1900-01-01 11:17:17.948971,12.201038607809064
1025,21,centre,118.693041,31.953718,1900-01-01 11:17:47.205842,11.114960572987156
1026,23,centre,118.808726,32.015746,1900-01-01 11:22:42.935073,15.063122240233886
1027,23,centre,118.808726,32.015746,1900-01-01 11:26:59.765996,11.972594743007377
1028,28,centre,118.660253,32.064076,1900-01-01 11:32:36.063102,14.923614066908842
1029,31,suburb,119.0024,32.057383,1900-01-01 11:33:22.351725,17.789672417730515
1030,15,centre,118.729966,31.934583,1900-01-01 11:33:38.167372,18.33981643876632
1031,28,centre,118.660924,32.064952,1900-01-01 11:33:45.385043,17.712254629659103
1032,15,centre,118.729966,31.934583,1900-01-01 11:33:45.752418,13.228295375480876
1033,27,suburb,118.563986,32.087173,1900-01-01 11:33:46.964751,18.752159670234086
1034,15,centre,118.729966,31.934583,1900-01-01 11:33:53.576513,15.068629584873134
1035,15,centre,118.745783,31.881566,1900-01-01 11:34:33.627805,10.97676367447724
1036,14,centre,118.67125,31.9309,1900-01-01 11:34:55.331185,19.384120216943856
1037,15,centre,118.752966,31.880483,1900-01-01 11:35:03.119442,16.77141144111424
1038,16,centre,118.8648,31.923583,1900-01-01 11:35:30.078881,10.100636956560933
1039,30,suburb,118.8844,32.071849,1900-01-01 11:35:37.426494,15.242116968238285
1040,15,centre,118.732033,31.885016,1900-01-01 11:35:49.456840,17.087703909410486
1041,14,centre,118.67335,31.92615,1900-01-01 11:35:50.805990,18.7952148302373
1042,28,centre,118.662905,32.067167,1900-01-01 11:36:12.830154,10.30661048325718
1043,30,suburb,118.88125,32.075983,1900-01-01 11:36:16.188120,10.584624186571268
1044,15,centre,118.73625,31.941283,1900-01-01 11:36:20.454231,19.53675696427313
1045,20,suburb,118.5783,32.015533,1900-01-01 11:36:25.976331,10.854131995282469
1046,15,centre,118.760133,31.879866,1900-01-01 11:36:46.645403,11.074725677688045
1047,16,centre,118.89042,31.942931,1900-01-01 11:36:56.816538,14.567036258604842
1048,16,centre,118.8648,31.923583,1900-01-01 11:36:57.451717,14.11615513613759
1049,40,suburb,118.742656,32.244583,1900-01-01 11:37:10.867073,16.76638496232259
1050,39,centre,118.661033,32.190486,1900-01-01 11:37:17.620226,12.436778752812323
1051,30,centre,118.814717,32.086863,1900-01-01 11:37:44.268749,17.532401195921768
1052,21,centre,118.680692,31.984662,1900-01-01 11:37:52.337865,16.204999002799877
1053,31,suburb,119.016266,32.057483,1900-01-01 11:38:08.730108,18.72885243630802
1054,14,centre,118.68125,31.932733,1900-01-01 11:38:22.955939,19.485403011288412
1055,22,centre,118.746178,32.021792,1900-01-01 11:39:08.145619,18.48345269790006
1056,40,suburb,118.749633,32.2291,1900-01-01 11:39:13.230136,18.297076910155713
1057,31,suburb,118.950403,32.080001,1900-01-01 11:39:22.309181,11.716480746122185
1058,22,centre,118.717103,31.967233,1900-01-01 11:39:28.370666,11.853485869793829
1059,36,suburb,118.900984,32.118584,1900-01-01 11:41:52.673770,13.547046819793165
1060,7,suburb,118.57288,31.805633,1900-01-01 11:42:07.351030,19.120692352914247
1061,22,centre,118.801193,32.008493,1900-01-01 11:42:12.660223,11.293557610386996
1062,14,centre,118.633266,31.905783,1900-01-01 11:42:31.789175,10.680930992421066
1063,29,centre,118.749631,32.095784,1900-01-01 11:43:58.181491,19.649249408484394
1064,29,centre,118.754216,32.094082,1900-01-01 11:44:36.305075,13.499928436301689
1065,35,centre,118.708984,32.177467,1900-01-01 11:44:45.111347,12.653033245370473
1066,16,centre,118.851,31.904266,1900-01-01 11:44:49.196044,15.25808953076723
1067,22,centre,118.759253,32.013892,1900-01-01 11:44:53.784191,13.167306665534563
1068,3,centre,118.859991,31.786693,1900-01-01 11:45:23.345898,17.275436095907498
1069,29,centre,118.751728,32.093102,1900-01-01 11:45:24.083062,14.3011598437674
1070,27,suburb,118.52523,32.030015,1900-01-01 11:45:37.953918,16.377696458650874
1071,14,centre,118.646512,31.922568,1900-01-01 11:45:55.760389,18.53245976158513
1072,25,suburb,119.031535,32.001992,1900-01-01 11:46:07.448503,16.883857553986218
1073,34,suburb,118.58551,32.134262,1900-01-01 11:46:08.389313,11.447122867817633
1074,29,centre,118.767199,32.079575,1900-01-01 11:46:15.109664,19.692058717176852
1075,29,centre,118.749752,32.075066,1900-01-01 11:46:24.372037,10.13508706626719
1076,40,suburb,118.752231,32.251213,1900-01-01 11:46:35.989131,18.322245014132776
1077,3,centre,118.854047,31.774766,1900-01-01 11:46:44.207128,12.56113795020018
1078,28,suburb,118.607085,32.033414,1900-01-01 11:46:57.760708,10.578718917488757
1079,37,suburb,118.956983,32.137268,1900-01-01 11:47:26.320588,12.412541524818188
1080,40,suburb,118.720887,32.25895,1900-01-01 11:47:29.782145,13.989242575472522
1081,23,centre,118.891719,31.954282,1900-01-01 11:47:36.277181,12.327726721811121
1082,16,centre,118.904853,31.912051,1900-01-01 11:47:47.436461,17.912274310191123
1083,8,suburb,118.6048,31.83725,1900-01-01 11:47:55.760469,17.338399809392108
1084,46,suburb,118.823105,32.395925,1900-01-01 11:47:59.677906,13.790544462239112
1085,31,suburb,118.951416,32.101715,1900-01-01 11:48:24.830471,16.468215249343466
1086,22,centre,118.706848,31.966182,1900-01-01 11:48:25.109527,15.580512366572625
1087,29,centre,118.764016,32.063899,1900-01-01 11:49:01.727643,14.186368635700266
1088,36,centre,118.830666,32.171266,1900-01-01 11:49:01.887369,10.113551285121925
1089,29,centre,118.771128,32.080544,1900-01-01 11:49:23.362762,10.832909797189993
1090,3,centre,118.823336,31.766916,1900-01-01 11:49:24.935543,19.655166391374735
1091,30,centre,118.826584,32.10125,1900-01-01 11:50:23.705966,11.520272272095696
1092,28,centre,118.663199,32.095779,1900-01-01 11:50:23.725899,19.416677953897562
1093,40,centre,118.720255,32.199616,1900-01-01 11:50:33.511323,11.858976028554975
1094,0,suburb,118.566683,31.76795,1900-01-01 11:50:36.143426,11.429897901276613
1095,29,centre,118.788935,32.090215,1900-01-01 11:51:08.793115,11.089037388413262
1096,30,centre,118.804792,32.0419,1900-01-01 11:51:18.015360,19.750946802120467
1097,29,centre,118.736466,32.0601,1900-01-01 11:51:48.620162,15.206777914825535
1098,22,centre,118.78714,32.005969,1900-01-01 11:52:03.841042,17.74500954884202
1099,28,centre,118.617901,32.045256,1900-01-01 11:52:08.399148,19.67337802036982
1100,44,suburb,118.837896,32.344482,1900-01-01 11:52:17.795399,16.097234027512663
1101,37,suburb,119.019432,32.166751,1900-01-01 11:52:19.576126,17.668886791662437
1102,40,suburb,118.764516,32.231133,1900-01-01 11:53:05.867048,17.999288245801246
1103,30,centre,118.826443,32.097479,1900-01-01 11:53:07.624149,16.176569825692432
1104,23,centre,118.883159,31.956584,1900-01-01 11:53:08.939765,17.008556494477375
1105,20,suburb,118.520445,31.991675,1900-01-01 11:53:37.410008,16.655027937880515
1106,42,suburb,118.958807,32.227798,1900-01-01 11:53:50.709003,11.918445747479888
1107,26,suburb,118.434837,32.028384,1900-01-01 11:54:15.663790,15.194405063277149
1108,29,centre,118.78868,32.055352,1900-01-01 11:54:22.293389,15.245770674786261
1109,22,centre,118.77099,31.978745,1900-01-01 11:54:35.412505,11.202773449794696
1110,5,centre,119.024632,31.744418,1900-01-01 11:55:17.595310,18.85021851211806
1111,15,centre,118.766083,31.89815,1900-01-01 11:55:20.764518,17.589845547523417
1112,22,centre,118.7267,32.0109,1900-01-01 11:55:21.280749,19.670549180772195
1113,30,suburb,118.886836,32.063336,1900-01-01 11:55:31.302050,16.668048227723276
1114,3,centre,118.850501,31.753242,1900-01-01 11:55:49.920629,15.524390589916331
1115,22,centre,118.715567,32.015568,1900-01-01 11:56:00.447799,19.292916715697835
1116,28,centre,118.665888,32.057181,1900-01-01 11:56:09.721330,18.281466132166948
1117,31,suburb,118.954609,32.065962,1900-01-01 11:57:14.639826,14.263969157830795
1118,29,centre,118.73485,32.057091,1900-01-01 11:58:15.930632,17.833966455148058
1119,16,centre,118.876416,31.9428,1900-01-01 11:58:37.886644,10.66074263851672
1120,35,centre,118.728616,32.16125,1900-01-01 11:58:57.069934,14.382559469717036
1121,30,centre,118.828333,32.092504,1900-01-01 11:59:03.869276,14.235876367143044
1122,22,centre,118.736524,31.985624,1900-01-01 11:59:17.152974,11.636842611516485
1123,28,centre,118.653216,32.066716,1900-01-01 11:59:34.621234,12.627999563244892
1124,40,suburb,118.742039,32.23091,1900-01-01 11:59:40.826879,11.091677241002253
1125,27,suburb,118.569887,32.055248,1900-01-01 11:59:53.263335,16.837175752899483
1126,10,centre,118.817072,31.86345,1900-01-01 11:59:56.769488,10.351600597161942
1127,40,suburb,118.731048,32.261713,1900-01-01 12:00:10.826835,11.645905462034206
1128,22,centre,118.697071,31.975606,1900-01-01 12:01:07.777251,18.163643055198563
1129,29,centre,118.712228,32.032916,1900-01-01 12:01:19.841159,18.51808582757243
1130,14,centre,118.644358,31.875068,1900-01-01 12:02:09.050462,11.105222940526605
1131,31,suburb,118.964635,32.057044,1900-01-01 12:02:21.380675,10.684008464821613
1132,22,centre,118.735447,31.969918,1900-01-01 12:02:23.998006,19.979940009356586
1133,22,centre,118.709853,32.005474,1900-01-01 12:03:30.202833,16.033229922907445
1134,22,centre,118.790283,32.008649,1900-01-01 12:03:32.257680,15.831928309905283
1135,22,centre,118.70475,31.990016,1900-01-01 12:03:32.288682,11.989113346668596
1136,29,centre,118.746631,32.035628,1900-01-01 12:04:19.184212,13.304405726028438
1137,22,centre,118.75248,32.015698,1900-01-01 12:04:34.442051,12.808594946322426
1138,22,centre,118.704746,31.979639,1900-01-01 12:05:18.738433,17.285587299494868
1139,8,centre,118.624788,31.860644,1900-01-01 12:05:24.737789,17.91761421180371
1140,39,centre,118.626083,32.191899,1900-01-01 12:05:26.454910,13.923189400654595
1141,29,centre,118.751666,32.0985159,1900-01-01 12:05:30.205274,16.837264472760463
1142,16,centre,118.85679,31.911885,1900-01-01 12:05:31.826509,13.97025832282674
1143,28,centre,118.619808,32.046475,1900-01-01 12:05:36.684435,15.063429193238042
1144,22,centre,118.751292,32.011801,1900-01-01 12:05:43.143818,17.06410577667011
1145,22,centre,118.713168,31.974434,1900-01-01 12:05:43.517079,16.339869213059075
1146,29,centre,118.783316,32.032899,1900-01-01 12:05:47.448684,12.687090287568493
1147,15,centre,118.775981,31.915879,1900-01-01 12:06:11.609435,19.555683939804208
1148,28,centre,118.619813,32.029336,1900-01-01 12:06:17.318466,18.268052703690756
1149,22,centre,118.787351,32.023516,1900-01-01 12:06:18.965536,16.339816530073833
1150,28,centre,118.625116,32.092183,1900-01-01 12:06:39.822018,11.559779280344566
1151,40,centre,118.744483,32.221249,1900-01-01 12:06:48.148969,18.927071642489814
1152,22,centre,118.743946,31.967308,1900-01-01 12:06:49.789137,10.180963582014751
1153,22,centre,118.7237,32.02603,1900-01-01 12:07:03.184540,14.355315405309334
1154,37,suburb,118.94782,32.136534,1900-01-01 12:07:07.238420,18.625893113701068
1155,16,centre,118.8256,31.887183,1900-01-01 12:07:27.228123,19.234555382041066
1156,29,centre,118.791384,32.063702,1900-01-01 12:07:32.560122,13.884041171691052
1157,11,centre,118.966332,31.803936,1900-01-01 12:07:42.551045,15.881514604352994
1158,22,centre,118.722744,32.02612,1900-01-01 12:08:44.442131,16.973302508300513
1159,22,centre,118.722803,32.026111,1900-01-01 12:08:51.845478,12.637676864504622
1160,22,centre,118.72343,32.02606,1900-01-01 12:09:35.250078,11.355484331085064
1161,22,centre,118.787555,32.020088,1900-01-01 12:09:54.358812,19.253950252924405
1162,31,suburb,118.981583,32.06275,1900-01-01 12:10:08.299700,12.24855679834944
1163,22,centre,118.787984,32.021732,1900-01-01 12:10:10.748217,14.230544401661211
1164,28,centre,118.677723,32.107396,1900-01-01 12:10:14.076462,13.674753222519271
1165,22,centre,118.722595,32.026142,1900-01-01 12:10:32.483641,16.49534224175297
1166,14,centre,118.674953,31.935126,1900-01-01 12:11:11.945014,18.66860913659375
1167,17,centre,118.918916,31.916218,1900-01-01 12:11:37.349601,19.11450875350762
1168,23,centre,118.833982,31.950173,1900-01-01 12:11:42.201046,13.695235401396495
1169,7,suburb,118.55574,31.790934,1900-01-01 12:11:44.296156,10.538005651743065
1170,16,centre,118.902847,31.926384,1900-01-01 12:11:49.369016,15.604505887097803
1171,34,centre,118.681431,32.184588,1900-01-01 12:12:05.918184,12.867166830403942
1172,21,centre,118.690345,31.988204,1900-01-01 12:12:06.212999,13.992223836579093
1173,14,centre,118.673799,31.925333,1900-01-01 12:12:11.746987,19.42184719018048
1174,23,suburb,118.882178,31.993637,1900-01-01 12:12:36.649146,14.391596351382017
1175,22,centre,118.783728,32.025219,1900-01-01 12:12:44.621372,18.603106783434196
1176,34,centre,118.686799,32.178273,1900-01-01 12:13:00.497819,13.442891646989388
1177,22,centre,118.783319,32.018586,1900-01-01 12:13:12.437126,18.152250407163727
1178,29,centre,118.799833,32.045344,1900-01-01 12:13:13.994391,18.010748802553046
1179,4,centre,118.945551,31.738933,1900-01-01 12:13:14.625166,18.16421031214356
1180,22,centre,118.741527,31.968082,1900-01-01 12:13:39.345025,10.510073088287559
1181,23,centre,118.853032,31.963582,1900-01-01 12:13:54.144142,15.024530743128972
1182,22,centre,118.7045,31.963099,1900-01-01 12:13:56.935824,11.483789376773757
1183,44,suburb,118.822546,32.278174,1900-01-01 12:13:59.924527,10.237681321961006
1184,22,centre,118.76675,32.010466,1900-01-01 12:14:19.195036,15.676927488368442
1185,27,suburb,118.56172,32.094745,1900-01-01 12:14:29.266957,14.77094401527494
1186,27,suburb,118.574284,32.049763,1900-01-01 12:14:39.184858,14.147201867834484
1187,34,centre,118.632848,32.138323,1900-01-01 12:15:20.312402,19.822477772883442
1188,28,centre,118.62098,32.048115,1900-01-01 12:16:34.042947,11.18615518365766
1189,37,suburb,118.951724,32.136635,1900-01-01 12:17:03.980900,14.68634224195022
1190,14,centre,118.673695,31.918083,1900-01-01 12:17:15.814357,12.445696090205628
1191,7,suburb,118.581823,31.812766,1900-01-01 12:17:21.384087,15.323350610316762
1192,4,centre,118.944705,31.755661,1900-01-01 12:17:25.007572,17.57406555821726
1193,31,suburb,118.953387,32.096967,1900-01-01 12:17:25.150408,12.942685427636743
1194,30,centre,118.8064,32.042163,1900-01-01 12:17:28.422772,15.663116055543298
1195,15,centre,118.72982,31.9373,1900-01-01 12:17:31.506319,11.047361066812933
1196,22,centre,118.798335,31.97825,1900-01-01 12:17:33.365274,13.576390348482189
1197,22,centre,118.758171,32.014525,1900-01-01 12:17:33.435260,14.248539212016896
1198,22,centre,118.760715,31.972006,1900-01-01 12:17:49.803724,14.016881850039887
1199,15,centre,118.7952,31.929733,1900-01-01 12:17:51.149224,10.626888620236405
1200,21,centre,118.688586,31.987128,1900-01-01 12:17:56.037597,11.693126905436008
1201,9,centre,118.80081,31.839833,1900-01-01 12:18:46.364463,11.51230224974085
1202,40,suburb,118.740568,32.26735,1900-01-01 12:18:56.998200,16.419142502462527
1203,25,suburb,119.085654,32.021372,1900-01-01 12:18:58.454830,15.698759987051808
1204,22,centre,118.77175,32.012956,1900-01-01 12:19:10.921413,15.861079417411448
1205,37,suburb,118.931447,32.162757,1900-01-01 12:19:13.158250,19.757498158285774
1206,22,centre,118.77175,32.012956,1900-01-01 12:19:23.556110,15.120807159237845
1207,22,centre,118.77175,32.012956,1900-01-01 12:20:17.062982,13.638447750916377
1208,22,centre,118.77175,32.012956,1900-01-01 12:20:40.324557,15.552941074669597
1209,37,suburb,118.931655,32.162574,1900-01-01 12:20:45.019980,11.279080992277047
1210,22,centre,118.77178,32.012639,1900-01-01 12:20:47.878178,19.55465933305781
1211,22,centre,118.77175,32.012956,1900-01-01 12:21:01.559520,11.189169421460136
1212,22,centre,118.77178,32.012639,1900-01-01 12:21:09.666921,17.815817276816077
1213,37,suburb,118.931447,32.162757,1900-01-01 12:21:14.241221,14.899696315046706
1214,37,suburb,118.931328,32.162791,1900-01-01 12:21:26.322069,17.042838534638232
1215,22,centre,118.77178,32.012639,1900-01-01 12:21:27.417078,19.163403298365743
1216,22,centre,118.77175,32.012956,1900-01-01 12:21:31.921039,17.58193716353824
1217,22,centre,118.77178,32.012639,1900-01-01 12:21:41.160365,15.736097469668154
